user_id,scenic_id,rating
8,8,1
8,6252,1
8,9,1
8,10,1
8,11,1
9,10,1
9,11,1
9,12,1
9,13,1
9,14,1
9,15,1
10,10,1
10,11,1
10,12,1
10,22,1
10,13,1
10,23,1
10,14,1
11,14,1
11,15,1
11,22,1
11,10,1
11,8,1
11,9,1
11,12,1
11,26,1
11,35,1
12,35,1
12,22,1
12,14,1
12,15,1
12,55,1
12,33,1
12,36,1
